INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
CALIFORNIA AND DEVON,1321,6400 N CALIFORNIA AVE,9/4/2014,1,1156461.15,1942370.377,41.99764913,-87.69979263,"(41.997649133049336, -87.69979262891378)"
HALSTED AND 103RD,2592,10300 S HALSTED STREE,9/15/2014,5,,,,,
FULLERTON AND NARRAGANSETT,1554,6400 W FULLERTON AVENU,9/30/2014,6,1133317.594,1915293.661,41.92378619,-87.78556721,"(41.92378618871128, -87.78556720562165)"
PULASKI AND IRVING PARK,1572,4000 N PULASKI ROAD,8/4/2014,1,1148970.255,1926313.6,41.95373705,-87.72776661,"(41.95373705144353, -87.72776661179896)"
COTTAGE GROVE AND 95TH,2603,800 E 95TH STREET,8/3/2014,2,1183230.53,1842186.614,41.72215394,-87.60444774,"(41.72215393877189, -87.60444773564429)"
PETERSON AND WESTERN,1014,2400 W PETERSON,8/18/2014,5,1159214.211,1939825.302,41.99060901,-87.68973548,"(41.990609009807294, -87.68973548092968)"
WESTERN AND CHICAGO,1941,800 N WESTERN AVE,9/8/2014,3,1160220.968,1905277.507,41.89578696,-87.68699059,"(41.89578695485361, -87.68699058611217)"
CENTRAL AND DIVERSEY,1644,5600 W DIVERSEY AVENUE,8/14/2014,2,1138539.759,1918097.097,41.93138598,-87.76631053,"(41.93138597683265, -87.76631053155157)"
CENTRAL AND ADDISON,1683,5600 W ADDISON STREET,10/10/2014,1,1138349.663,1923416.022,41.9459851,-87.76687995,"(41.94598510430888, -87.76687995165918)"
LAKE SHORE DR AND BELMONT,1412,3200 N LAKESHORE DRIV,10/13/2014,2,1173053.221,1921821.381,41.94090916,-87.63936916,"(41.94090916326764, -87.63936915995522)"
WESTERN AND CERMAK,1002,2200 S WESTERN AVENUE,8/11/2014,11,1160669.426,1889318.197,41.85198384,-87.6857857,"(41.85198383957328, -87.68578570420526)"
CENTRAL AND FULLERTON,1444,5600 W FULLERTON AVENU,8/10/2014,2,1138627.279,1915438.969,41.9240902,-87.76605353,"(41.92409019883488, -87.76605353016079)"
STONY ISLAND/CORNELL AND 67TH,2721,6700 S STONY ISLAND A,8/22/2014,8,1187984.143,1860863.338,41.7732929,-87.58644237,"(41.77329289585066, -87.58644236831432)"
ARCHER AND CICERO,2081,5200 S CICERO AVE,8/6/2014,16,1145195.932,1869737.708,41.79855828,-87.74307187,"(41.798558278193305, -87.74307186616427)"
CALIFORNIA AND DEVON,1321,6400 N CALIFORNIA AVE,10/6/2014,3,1156461.15,1942370.377,41.99764913,-87.69979263,"(41.997649133049336, -87.69979262891378)"
LAKE SHORE DR AND BELMONT,1413,400 W BELMONT AVE,7/28/2014,59,1172981.745,1921577.376,41.94024119,-87.63963911,"(41.94024119325571, -87.63963911427594)"
99TH AND HALSTED,2431,9900 S HALSTED ST,7/26/2014,7,1172689.754,1839171.652,41.71411887,-87.64314541,"(41.714118868089905, -87.64314540818165)"
PULASKI AND NORTH,1994,4000 W NORTH AVENUE,7/23/2014,2,1149456.269,1910376.774,41.90999558,-87.72639469,"(41.90999558160536, -87.72639469321471)"
STONY ISLAND/CORNELL AND 67TH,2721,6700 S STONY ISLAND A,8/25/2014,5,1187984.143,1860863.338,41.7732929,-87.58644237,"(41.77329289585066, -87.58644236831432)"
CICERO AND CHICAGO,1783,4800 W CHICAGO AVENUE,8/7/2014,2,1144175.291,1904916.255,41.89511222,-87.74593243,"(41.89511221857764, -87.74593242701515)"
PULASKI AND MONTROSE,1294,4000 W MONTROSE AVENUE,9/18/2014,2,1148917.522,1928980.339,41.9610558,-87.72789121,"(41.96105580370759, -87.72789120598296)"
KEDZIE AND 47TH,2104,3200 W 47TH ST,9/8/2014,6,1155815.232,1873336.17,41.80822625,-87.70403167,"(41.808226246244026, -87.70403167215984)"
31ST ST AND MARTIN LUTHER KING DRIVE,2123,400 E 31ST STREET,10/15/2014,4,1179437.985,1884565.842,41.83853402,-87.61704611,"(41.838534018118914, -87.61704611345726)"
PULASKI AND DIVISION,1802,1200 N PULASKI ROAD,10/9/2014,2,1149459.591,1907723.22,41.9027139,-87.72645146,"(41.902713901936174, -87.72645145715836)"
KEDZIE AND 31ST,2134,3200 W 31ST STREET,9/26/2014,6,1155487.128,1883943.061,41.8373395,-87.70495056,"(41.83733950029648, -87.70495055800411)"
PULASKI AND ARCHER,2153,5000 S ARCHER AVE,9/20/2014,4,1150501.819,1871162.312,41.80236597,-87.72357677,"(41.80236597333895, -87.72357676611004)"
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,10/6/2014,1,,,,,
VINCENNES AND 111TH,2531,11100 S VINCENNES AVE,9/25/2014,7,1167202.128,1831126.639,41.692161,-87.66347247,"(41.69216099874656, -87.66347246868617)"
COTTAGE GROVE AND 95TH,2603,800 E 95TH STREET,7/1/2014,9,1183230.53,1842186.614,41.72215394,-87.60444774,"(41.72215393877189, -87.60444773564429)"
PULASKI AND LAWRENCE,1172,4800 N PULASKI ROAD,7/17/2014,3,1148821.702,1931605.975,41.9682626,-87.72817532,"(41.968262595100775, -87.7281753157596)"
CERMAK AND PULASKI,2332,2200 S PULASKI,8/11/2014,2,1150012.877,1889071.759,41.85152144,-87.72490479,"(41.85152144233116, -87.7249047867499)"
TOUHY AND OSCEOLA,1243,7432 W TOUHY AVENUE,9/11/2014,1,1125717.011,1947269.685,42.01166177,-87.81278143,"(42.01166176507329, -87.81278143114147)"
FOSTER AND NAGLE,1034,6400 W FOSTER,7/22/2014,8,1132552.893,1934229.876,41.97576257,-87.7879343,"(41.97576257447203, -87.7879342955108)"
PULASKI AND 63RD,2342,6300 S PULASKI RD,10/12/2014,8,1150746.003,1862516.748,41.77863647,-87.72290636,"(41.77863646878099, -87.72290635568541)"
MILWAUKEE AND DEVON,1274,6400 W DEVON AVENUE,9/28/2014,3,1132590.62,1942138.532,41.99746398,-87.78761024,"(41.99746398102873, -87.78761024341388)"
ASHLAND AND IRVING PARK,1151,4000 N ASHLAND AVENUE,10/11/2014,2,1164899.464,1926665.661,41.95437933,-87.66919912,"(41.954379326212695, -87.66919911980419)"
IRVING PARK AND KEDZIE,1353,3200 W IRVING PARK ROAD,10/12/2014,6,1154325.14,1926458.463,41.95402905,-87.70807749,"(41.95402904691877, -87.70807749383191)"
LASALLE AND KINZIE,1923,140 W KINZIE,10/9/2014,1,1175048.098,1903028.895,41.88929722,-87.63260165,"(41.88929721947309, -87.63260164817305)"
CENTRAL AND ADDISON,1682,3600 N CENTRAL AVENUE,9/19/2014,2,1138343.117,1923392.067,41.94591949,-87.76690459,"(41.945919490555106, -87.76690459426293)"
WESTERN AND FOSTER,1072,5200 N WESTERN AVE,9/21/2014,2,1159372.922,1934478.314,41.97593337,-87.68929959,"(41.97593337199358, -87.6892995891816)"
CALIFORNIA AND DEVON,1321,6400 N CALIFORNIA AVE,8/20/2014,7,1156461.15,1942370.377,41.99764913,-87.69979263,"(41.997649133049336, -87.69979262891378)"
DIVERSEY AND WESTERN,1431,2800 N WESTERN AVENUE,9/18/2014,2,1159837.205,1918550.506,41.93221699,-87.68803328,"(41.93221698794738, -87.68803328089533)"
71ST AND ASHLAND,2391,7100 S ASHLAND,9/3/2014,4,1166868.38,1857616.168,41.76485938,-87.66394018,"(41.764859382425385, -87.66394017630476)"
DIVERSEY AND AUSTIN,1453,6000 W DIVERSEY AVENUE,7/5/2014,1,1135895.736,1918029.707,41.93124862,-87.77602861,"(41.931248623643455, -87.77602861172493)"
LARAMIE AND MADISON,2044,5200 W MADISON STREET,7/10/2014,13,1141706.966,1899567.557,41.88048075,-87.75513043,"(41.88048075170171, -87.75513043296509)"
OGDEN AND KOSTNER,2222,2348 S KOSTNER AVENUE,10/2/2014,7,1147394.548,1887795.178,41.84806885,-87.73454746,"(41.8480688449598, -87.73454745748458)"
CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,8/25/2014,6,1173268.771,1894952.635,41.86717513,-87.63937581,"(41.86717512472001, -87.63937581258092)"
ROOSEVELT AND HALSTED,2234,800 W ROOSEVELT ROAD,7/14/2014,6,1171199.282,1894968.056,41.8672631,-87.64697269,"(41.86726309836901, -87.64697268601648)"
PULASKI AND DIVISION,1801,1200 N PULASKI ROAD,8/9/2014,3,1149459.591,1907723.22,41.9027139,-87.72645146,"(41.902713901936174, -87.72645145715836)"
WESTERN AND DEVON,1212,6400 N WESTERN AVENUE,8/29/2014,1,1159113.586,1942451.622,41.99781781,-87.69003304,"(41.997817807026, -87.69003303469276)"
ASHLAND AND IRVING PARK,1151,4000 N ASHLAND AVENUE,10/1/2014,2,1164899.464,1926665.661,41.95437933,-87.66919912,"(41.954379326212695, -87.66919911980419)"
HALSTED AND MADISON,1872,1 N HALSTED STREET,7/23/2014,11,1171090.968,1900270.454,41.88181563,-87.64721472,"(41.88181563164203, -87.64721471704077)"
SACRAMENTO AND LAKE,1822,150 N SACRAMENTO BOUL,10/5/2014,2,1156319.561,1900957.489,41.88401218,-87.70143648,"(41.88401217771363, -87.7014364786693)"
ASHLAND AND 47TH,2192,4700 S ASHLAND AVENUE,9/2/2014,5,1166423.624,1873520.235,41.8085116,-87.66511729,"(41.8085115972472, -87.66511729173287)"
DAMEN AND 63RD,2702,6300 S DAMEN AVENUE,8/12/2014,2,1164069.408,1862830.277,41.77922692,-87.67405273,"(41.77922692069256, -87.67405273137854)"
HALSTED AND MADISON,1871,1 S HALSTED STREET,7/19/2014,10,1171092.393,1900234.542,41.88171706,-87.64721054,"(41.88171705561901, -87.64721053920604)"
99TH AND HALSTED,2433,800 W 99TH ST,9/17/2014,5,1172710.643,1839246.331,41.71432334,-87.64306671,"(41.71432333701137, -87.64306671421937)"
CICERO AND FULLERTON,1472,2400 N CICERO AVE,8/13/2014,2,1143961.592,1915545.343,41.92428359,-87.74645019,"(41.92428358982701, -87.74645019028947)"
CICERO AND HARRISON,2022,600 S CICERO AVENUE,8/23/2014,3,1144444.974,1896894.622,41.87309483,-87.74514387,"(41.873094832519136, -87.74514386884542)"
31ST ST AND MARTIN LUTHER KING DRIVE,2123,400 E 31ST STREET,9/1/2014,4,1179437.985,1884565.842,41.83853402,-87.61704611,"(41.838534018118914, -87.61704611345726)"
CLARK AND IRVING PARK,1091,4000 N CLARK STREET,7/5/2014,1,1166736.15,1926699.324,41.95443244,-87.66244626,"(41.95443244141688, -87.66244625914061)"
LASALLE AND KINZIE,1923,140 W KINZIE,7/5/2014,2,1175048.098,1903028.895,41.88929722,-87.63260165,"(41.88929721947309, -87.63260164817305)"
WESTERN AND CERMAK,1003,2400 W CERMAK ROAD,8/4/2014,4,1160678.001,1889375.645,41.85214131,-87.68575264,"(41.85214130680468, -87.6857526415569)"
HALSTED AND 95TH,2581,9500 S HALSTED STREET,9/22/2014,2,1172610.538,1841811.619,41.72136506,-87.64335804,"(41.72136506078306, -87.64335804234075)"
DAMEN AND DIVERSEY,1462,2800 N DAMEN AVENUE,8/13/2014,5,1162490.049,1918611.624,41.93232949,-87.67828272,"(41.9323294940985, -87.67828271931386)"
PULASKI AND LAWRENCE,1173,4000 W LAWRENCE AVENUE,7/10/2014,4,1148844.22,1931638.454,41.96835129,-87.72809167,"(41.96835128527914, -87.72809167198088)"
CENTRAL AND DIVERSEY,1642,2800 N CENTRAL AVENUE,7/6/2014,3,1138516.407,1918089.499,41.93136555,-87.76639653,"(41.93136555236339, -87.76639652879172)"
111TH AND HALSTED,2422,11100 S HALSTED ST,10/1/2014,5,1172923.658,1831209.044,41.69226312,-87.64252269,"(41.692263123425136, -87.6425226876268)"
ASHLAND AND IRVING PARK,1151,4000 N ASHLAND AVENUE,9/27/2014,3,1164899.464,1926665.661,41.95437933,-87.66919912,"(41.954379326212695, -87.66919911980419)"
KEDZIE AND 63RD,2364,3200 W 63RD ST,9/13/2014,5,1156103.349,1862717.565,41.77908151,-87.70326037,"(41.77908150488341, -87.70326036544745)"
CLARK AND IRVING PARK,1091,4000 N CLARK STREET,7/25/2014,1,1166736.15,1926699.324,41.95443244,-87.66244626,"(41.95443244141688, -87.66244625914061)"
IRVING PARK AND NARRAGANSETT,1024,6400 W IRVING PK,7/30/2014,6,1132945.939,1925946.305,41.95302475,-87.78668324,"(41.95302475075328, -87.78668323766634)"
CICERO AND HARRISON,2022,600 S CICERO AVENUE,7/12/2014,3,1144444.974,1896894.622,41.87309483,-87.74514387,"(41.873094832519136, -87.74514386884542)"
WESTERN AND DEVON,1211,6400 N WESTERN AVENUE,9/23/2014,1,1159113.586,1942451.622,41.99781781,-87.69003304,"(41.997817807026, -87.69003303469276)"
WESTERN AND 63RD,2373,2400 W 63RD ST,7/25/2014,1,1161444.416,1862848.535,41.77933184,-87.68367576,"(41.77933184429814, -87.68367576084798)"
ROOSEVELT AND HALSTED,2234,800 W ROOSEVELT ROAD,8/24/2014,6,1171199.282,1894968.056,41.8672631,-87.64697269,"(41.86726309836901, -87.64697268601648)"
CALIFORNIA AND DEVON,1321,6400 N CALIFORNIA AVE,10/2/2014,2,1156461.15,1942370.377,41.99764913,-87.69979263,"(41.997649133049336, -87.69979262891378)"
WESTERN AND CERMAK,1003,2400 W CERMAK ROAD,9/22/2014,7,1160678.001,1889375.645,41.85214131,-87.68575264,"(41.85214130680468, -87.6857526415569)"
PULASKI AND NORTH,8304,4000 W NORTH AVENUE,7/8/2014,3,1149456.269,1910376.774,41.90999558,-87.72639469,"(41.90999558160536, -87.72639469321471)"
ASHLAND AND DIVISION,1791,1200 N ASHLAND AVENUE,8/16/2014,6,1165466.997,1908083.767,41.90337747,-87.66764314,"(41.903377467566784, -87.66764314227497)"
CICERO AND CHICAGO,1783,4800 W CHICAGO AVENUE,7/24/2014,2,1144175.291,1904916.255,41.89511222,-87.74593243,"(41.89511221857764, -87.74593242701515)"
SACRAMENTO AND LAKE,1822,150 N SACRAMENTO BOUL,10/10/2014,1,1156319.561,1900957.489,41.88401218,-87.70143648,"(41.88401217771363, -87.7014364786693)"
LAWRENCE AND WESTERN,1193,2400 W LAWRENCE AVENUE,9/30/2014,2,1159482.649,1931851.989,41.96872435,-87.68896873,"(41.96872434882172, -87.68896872699601)"
MILWAUKEE AND MONTROSE,1362,4400 N MILWAUKEE AVEN,8/20/2014,1,1141643.943,1928770.256,41.96061723,-87.75463824,"(41.9606172296957, -87.75463824007085)"
55TH and PULASKI,2242,5500 S PULASKI,7/6/2014,12,1150600.073,1867806.445,41.79315506,-87.72330377,"(41.793155060731024, -87.72330376464247)"
PULASKI AND IRVING PARK,1574,4000 W IRVING PARK RD,9/16/2014,6,1148988.728,1926320.955,41.95375687,-87.72769851,"(41.95375687447515, -87.72769851312907)"
PULASKI AND FOSTER,1104,4000 W FOSTER AVE,10/11/2014,6,1148759.161,1934294.249,41.97564062,-87.72833547,"(41.975640616231914, -87.72833546926573)"
4700 WESTERN,2142,4700 S WESTERN AVENUE,9/27/2014,13,1161120.439,1873431.066,41.80837841,-87.68457072,"(41.808378407946726, -87.68457071689552)"
DIVERSEY AND WESTERN,1434,2400 W DIVERSEY AVENUE,8/3/2014,2,1159859.648,1918576.256,41.93228718,-87.68795009,"(41.93228718299094, -87.6879500934122)"
WESTERN AND DEVON,1211,6400 N WESTERN AVENUE,9/26/2014,3,1159113.586,1942451.622,41.99781781,-87.69003304,"(41.997817807026, -87.69003303469276)"
CICERO AND NORTH,2033,4800 W NORTH AVENUE,7/4/2014,3,1144053.734,1910243.806,41.90973389,-87.74624497,"(41.909733890131285, -87.74624497295898)"
79TH AND HALSTED,2543,800 W 79TH STREET,9/2/2014,4,1172320.106,1852517.981,41.75075116,-87.64410779,"(41.75075115747316, -87.64410779300933)"
BELMONT AND KEDZIE,1371,3200 N KEDZIE AVENUE,8/28/2014,1,1154426.978,1921110.467,41.93935173,-87.70784659,"(41.93935173030961, -87.70784659359776)"
FOSTER AND BROADWAY,1111,5200 N BROADWAY ST,10/14/2014,5,1167334.509,1934714.008,41.97641214,-87.66001508,"(41.97641214294823, -87.66001508205365)"
CENTRAL AND DIVERSEY,1644,5600 W DIVERSEY AVENUE,9/29/2014,2,1138539.759,1918097.097,41.93138598,-87.76631053,"(41.93138597683265, -87.76631053155157)"
ASHLAND AND LAWRENCE,1143,1600 W LAWRENCE AVENUE,12/11/2014,3,1164771.947,1931988.254,41.96898746,-87.66951631,"(41.96898745654617, -87.66951630654926)"
PULASKI AND FOSTER,1104,4000 W FOSTER AVE,7/16/2014,5,1148759.161,1934294.249,41.97564062,-87.72833547,"(41.975640616231914, -87.72833546926573)"
CICERO AND HARRISON,2022,600 S CICERO AVENUE,8/29/2014,2,1144444.974,1896894.622,41.87309483,-87.74514387,"(41.873094832519136, -87.74514386884542)"
ASHLAND AND 95TH,2472,9500 S ASHLAND AVENUE,9/21/2014,5,1167295.83,1841695.121,41.72116061,-87.66282814,"(41.72116061205213, -87.66282813939165)"
WESTERN AND CERMAK,1002,2200 S WESTERN AVENUE,8/29/2014,10,1160669.426,1889318.197,41.85198384,-87.6857857,"(41.85198383957328, -87.68578570420526)"
WESTERN AND TOUHY,1252,7200 N WESTERN AVENUE,8/16/2014,5,1158975.663,1947754.287,42.01237134,-87.69039392,"(42.012371334791766, -87.69039391737863)"
PULASKI AND ARCHER,2153,5000 S ARCHER AVE,10/7/2014,5,1150501.819,1871162.312,41.80236597,-87.72357677,"(41.80236597333895, -87.72357676611004)"
COTTAGE GROVE AND 71ST,2571,7100 S COTTAGE GROVE,10/11/2014,2,1182746.237,1858088.011,41.76580035,-87.60572913,"(41.76580035131893, -87.6057291269901)"
PULASKI AND DIVERSEY,1542,2800 N PULASKI ROAD,8/10/2014,2,1149200.725,1918332.223,41.93183103,-87.72712687,"(41.93183102561505, -87.72712687300454)"
DIVISION AND DAMEN,1734,2000 W DIVISION,7/2/2014,14,1162815.711,1908034.673,41.90329879,-87.67738325,"(41.903298792681944, -87.67738324739636)"
MONTROSE AND WESTERN,1221,4400 N WESTERN AVENUE,9/26/2014,5,1159539.733,1929183.918,41.96140185,-87.68883262,"(41.961401846278505, -87.6888326227788)"
ASHLAND AND ARCHER,2301,3100 S ASHLAND AVENUE,8/16/2014,8,1166131.325,1884126.425,41.83762234,-87.66588718,"(41.83762234415814, -87.66588718054551)"
ASHLAND AND 47TH,2192,4700 S ASHLAND AVENUE,9/10/2014,6,1166423.624,1873520.235,41.8085116,-87.66511729,"(41.8085115972472, -87.66511729173287)"
HALSTED AND DIVISION,1714,800 W DIVISION,7/27/2014,7,1170767.828,1908259.644,41.90374556,-87.64816701,"(41.90374555734733, -87.64816701062779)"
99TH AND HALSTED,2433,800 W 99TH ST,9/27/2014,8,1172710.643,1839246.331,41.71432334,-87.64306671,"(41.71432333701137, -87.64306671421937)"
PULASKI AND BELMONT,1382,3200 N PULASKI RD,8/16/2014,2,1149125.621,1920994.556,41.93913815,-87.72733371,"(41.939138153500274, -87.7273337101426)"
BELMONT AND KEDZIE,1373,3200 W BELMONT,9/23/2014,1,1154461.588,1921143.091,41.93944056,-87.70771852,"(41.93944056117365, -87.70771851630873)"
ASHLAND AND FULLERTON,1651,2400 N ASHLAND AVENUE,9/22/2014,7,1165228.073,1916032.319,41.92519389,-87.66829436,"(41.92519388981048, -87.66829436339881)"
CENTRAL AND IRVING PARK,1183,5600 W IRVING PARK ROAD,7/8/2014,7,1138281.535,1926078.648,41.95329285,-87.76706571,"(41.953292847298, -87.76706570775266)"
SACRAMENTO AND CHICAGO,1814,3000 W CHICAGO AVENUE,10/9/2014,2,1156075.266,1905216.605,41.89570453,-87.70221852,"(41.895704524946225, -87.70221852353758)"
TOUHY AND OSCEOLA,1244,7432 W TOUHY AVENUE,7/13/2014,2,1125717.011,1947269.685,42.01166177,-87.81278143,"(42.01166176507329, -87.81278143114147)"
HAMLIN AND LAKE,1881,300 N HAMLIN AVENUE,7/13/2014,10,1150970.027,1901381.688,41.88528264,-87.72106954,"(41.88528263580913, -87.72106953854511)"
CHICAGO AND CLARK,1964,100 W CHICAGO AVENUE,9/6/2014,8,1175374.529,1905745.478,41.89674435,-87.63132125,"(41.896744346875806, -87.63132124815151)"
55TH AND KEDZIE,2163,3200 W 55TH STREET,8/21/2014,2,1155966.957,1868015.594,41.7936228,-87.70361814,"(41.79362280329978, -87.70361814062049)"
ASHLAND AND DIVISION,1791,1200 N ASHLAND AVENUE,10/4/2014,3,1165466.997,1908083.767,41.90337747,-87.66764314,"(41.903377467566784, -87.66764314227497)"
COTTAGE GROVE AND 71ST,2572,7100 S COTTAGE GROVE,7/31/2014,1,1182746.237,1858088.011,41.76580035,-87.60572913,"(41.76580035131893, -87.6057291269901)"
WESTERN AND 71ST,2612,7100 S WESTERN AVENUE,9/8/2014,9,1161563.705,1857484.211,41.76460891,-87.68338705,"(41.76460891223613, -87.68338705328121)"
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,9/17/2014,4,,,,,
KEDZIE AND 26TH,2382,2600 S KEDZIE AVENUE,8/30/2014,2,1155404.236,1886524.46,41.84442483,-87.70518545,"(41.84442483084393, -87.70518545233183)"
FOSTER AND NAGLE,1034,6400 W FOSTER,9/6/2014,4,1132552.893,1934229.876,41.97576257,-87.7879343,"(41.97576257447203, -87.7879342955108)"
HOLLYWOOD AND SHERIDAN,1343,1000 W HOLLYWOOD AVE,7/18/2014,18,1168580.229,1938090.295,41.9856498,-87.65533581,"(41.98564979859328, -87.65533580655139)"
PULASKI AND FOSTER,1104,4000 W FOSTER AVE,10/6/2014,4,1148759.161,1934294.249,41.97564062,-87.72833547,"(41.975640616231914, -87.72833546926573)"
BELMONT AND KEDZIE,1371,3200 N KEDZIE AVENUE,9/14/2014,1,1154426.978,1921110.467,41.93935173,-87.70784659,"(41.93935173030961, -87.70784659359776)"
PULASKI AND FOSTER,1102,5200 N PULASKI RD,7/1/2014,6,1148746.251,1934286.914,41.97562074,-87.72838314,"(41.97562073966174, -87.72838313514907)"
STONEY ISLAND AND 76TH,2632,7600 S STONY ISLAND A,10/6/2014,2,1188092.796,1854889.354,41.75689717,-87.58623429,"(41.75689717260223, -87.58623428506996)"
JEFFERY AND 95TH,2523,2000 E 95TH ST,7/19/2014,2,1191188.381,1842410.412,41.72257947,-87.57529252,"(41.722579473126416, -87.57529252250366)"
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,10/3/2014,4,,,,,
PULASKI AND DIVERSEY,1542,2800 N PULASKI ROAD,8/8/2014,2,1149200.725,1918332.223,41.93183103,-87.72712687,"(41.93183102561505, -87.72712687300454)"
CORNELL DRIVE AND 57TH,2181,5700 S CORNELL DRIVE,8/17/2014,8,1188165.733,1867529.196,41.7915802,-87.58556422,"(41.79158020433135, -87.58556421519536)"
71ST AND ASHLAND,2391,7100 S ASHLAND,9/8/2014,4,1166868.38,1857616.168,41.76485938,-87.66394018,"(41.764859382425385, -87.66394017630476)"
CICERO AND WASHINGTON,1892,100 N CICERO AVENUE,9/6/2014,14,1144328.984,1900095.171,41.88187971,-87.74548925,"(41.88187970991601, -87.7454892473012)"
31ST ST AND MARTIN LUTHER KING DRIVE,2123,400 E 31ST STREET,7/28/2014,2,1179437.985,1884565.842,41.83853402,-87.61704611,"(41.838534018118914, -87.61704611345726)"
DAMEN AND 63RD,2702,6300 S DAMEN AVENUE,9/10/2014,3,1164069.408,1862830.277,41.77922692,-87.67405273,"(41.77922692069256, -87.67405273137854)"
WESTERN AND TOUHY,1251,7200 N WESTERN AVENUE,9/17/2014,3,1158975.663,1947754.287,42.01237134,-87.69039392,"(42.012371334791766, -87.69039391737863)"
ASHLAND AND FULLERTON,1651,2400 N ASHLAND AVENUE,9/6/2014,9,1165228.073,1916032.319,41.92519389,-87.66829436,"(41.92519388981048, -87.66829436339881)"
ROOSEVELT AND PULASKI,2314,4000 W ROOSEVELT ROAD,8/12/2014,6,1149885.032,1894449.464,41.866281,-87.72523422,"(41.866281002664536, -87.72523421983905)"
WESTERN AND 71ST,2612,7100 S WESTERN AVENUE,7/17/2014,4,1161563.705,1857484.211,41.76460891,-87.68338705,"(41.76460891223613, -87.68338705328121)"
55TH AND WESTERN,2213,2400 W 55TH STREET,10/6/2014,5,1161277.013,1868185.749,41.79398135,-87.68414174,"(41.7939813465735, -87.68414174128355)"
CANAL AND ROOSEVELT,2294,500 W ROOSEVELT ROAD,7/26/2014,13,1173290.722,1895021.166,41.86736269,-87.6392932,"(41.867362692616666, -87.63929319464197)"
CICERO AND I55,2252,4200 S CICERO AVENUE,9/15/2014,5,1145023.743,1876358.277,41.81672939,-87.74353671,"(41.81672938674739, -87.74353671247594)"
FOSTER AND BROADWAY,1111,5200 N BROADWAY ST,9/5/2014,2,1167334.509,1934714.008,41.97641214,-87.66001508,"(41.97641214294823, -87.66001508205365)"
